"","surv_date.u","site_id","transect_id","site_name","site.trans","urchin_dens","surv_area.u","year","semester","year.sem","surv_date.k","kelp_dens","surv_area.k","patch"
"196",2006-07-18,"a-l-09","c-l-00046","NAPL","NAPL.7",0.833333333333333,6,2006,"2",2006-07-01,2006-07-18,0.4625,80,160
"197",2006-07-19,"a-l-02","c-l-00003","AHND","AHND.2",0,6,2006,"2",2006-07-01,2006-07-19,0.375,80,177
"198",2006-07-19,"a-l-04","c-l-00011","BULL","BULL.3",0,6,2006,"2",2006-07-01,2006-07-19,0.0625,80,190
"199",2006-07-19,"a-l-04","c-l-00013","BULL","BULL.1",0,6,2006,"2",2006-07-01,2006-07-19,0.225,80,190
"200",2006-07-19,"a-l-04","c-l-00014","BULL","BULL.6",0,6,2006,"2",2006-07-01,2006-07-19,0.4625,80,190
"201",2006-07-20,"a-l-06","c-l-00027","GOLB","GOLB.2",0.333333333333333,6,2006,"2",2006-07-01,2006-07-20,0.9125,80,150
"202",2006-07-20,"a-l-06","c-l-00028","GOLB","GOLB.1",0.166666666666667,6,2006,"2",2006-07-01,2006-07-20,0.825,80,150
"203",2006-07-20,"a-l-07","c-l-00031","IVEE","IVEE.2",0,6,2006,"2",2006-07-01,2006-07-20,0.65,80,152
"204",2006-07-20,"a-l-07","c-l-00035","IVEE","IVEE.1",0,6,2006,"2",2006-07-01,2006-07-20,0.0375,80,152
"205",2006-07-21,"a-l-05","c-l-00021","CARP","CARP.7",10.8333333333333,6,2006,"2",2006-07-01,2006-07-21,0.0125,80,132
"206",2006-07-21,"a-l-05","c-l-00023","CARP","CARP.4",22.5,6,2006,"2",2006-07-01,2006-07-21,0.0375,80,132
"207",2006-07-21,"a-l-05","c-l-00024","CARP","CARP.8",28.8333333333333,6,2006,"2",2006-07-01,2006-07-21,0.15,80,131
"208",2006-07-21,"a-l-05","c-l-00026","CARP","CARP.5",11,6,2006,"2",2006-07-01,2006-07-21,0.0125,80,131
"209",2006-07-25,"a-l-05","c-l-00019","CARP","CARP.1",14.5,6,2006,"2",2006-07-01,2006-07-25,3.4875,80,132
"210",2006-07-25,"a-l-05","c-l-00020","CARP","CARP.6",11.5,6,2006,"2",2006-07-01,2006-07-25,0,80,132
"211",2006-07-25,"a-l-05","c-l-00022","CARP","CARP.2",0.333333333333333,6,2006,"2",2006-07-01,2006-07-25,0.5375,80,131
"212",2006-07-25,"a-l-05","c-l-00025","CARP","CARP.3",14.1666666666667,6,2006,"2",2006-07-01,2006-07-25,0.0125,80,132
"213",2006-07-26,"a-l-03","c-l-00005","AQUE","AQUE.4",0,6,2006,"2",2006-07-01,2006-07-26,0.1875,80,174
"214",2006-07-26,"a-l-03","c-l-00006","AQUE","AQUE.6",0.166666666666667,6,2006,"2",2006-07-01,2006-07-26,0.1,80,175
"215",2006-07-26,"a-l-03","c-l-00007","AQUE","AQUE.3",0,6,2006,"2",2006-07-01,2006-07-26,0.1125,80,174
"216",2006-07-26,"a-l-03","c-l-00008","AQUE","AQUE.1",0,6,2006,"2",2006-07-01,2006-07-26,2.95,80,175
"217",2006-07-26,"a-l-03","c-l-00009","AQUE","AQUE.2",0.166666666666667,6,2006,"2",2006-07-01,2006-07-26,0.525,80,175
"218",2006-07-26,"a-l-03","c-l-00010","AQUE","AQUE.5",0,6,2006,"2",2006-07-01,2006-07-26,0.0875,80,174
"219",2006-07-27,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2006,"2",2006-07-01,2006-07-27,0.025,80,145
"220",2006-07-27,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2006,"2",2006-07-01,2006-07-27,0.0125,80,145
"221",2006-07-27,"a-l-08","c-l-00037","MOHK","MOHK.2",12.8333333333333,6,2006,"2",2006-07-01,2006-07-27,2.025,80,145
"222",2006-07-27,"a-l-08","c-l-00038","MOHK","MOHK.1",3.33333333333333,6,2006,"2",2006-07-01,2006-07-27,1.275,80,145
"223",2007-07-16,"a-l-06","c-l-00027","GOLB","GOLB.2",1.5,6,2007,"2",2007-07-01,2007-07-16,0.3,80,150
"224",2007-07-16,"a-l-06","c-l-00028","GOLB","GOLB.1",2.5,6,2007,"2",2007-07-01,2007-07-16,0.2625,80,150
"225",2007-07-16,"a-l-08","c-l-00037","MOHK","MOHK.2",7.5,6,2007,"2",2007-07-01,2007-07-16,0.6875,80,145
"226",2007-07-16,"a-l-08","c-l-00038","MOHK","MOHK.1",7.5,6,2007,"2",2007-07-01,2007-07-16,0.2375,80,145
"227",2007-07-17,"a-l-03","c-l-00005","AQUE","AQUE.4",0,6,2007,"2",2007-07-01,2007-07-17,0.0875,80,174
"228",2007-07-17,"a-l-03","c-l-00006","AQUE","AQUE.6",0,6,2007,"2",2007-07-01,2007-07-17,0.025,80,175
"229",2007-07-17,"a-l-03","c-l-00007","AQUE","AQUE.3",0,6,2007,"2",2007-07-01,2007-07-17,0.2125,80,174
"230",2007-07-17,"a-l-03","c-l-00008","AQUE","AQUE.1",1,6,2007,"2",2007-07-01,2007-07-17,0.925,80,175
"231",2007-07-17,"a-l-03","c-l-00009","AQUE","AQUE.2",3.33333333333333,6,2007,"2",2007-07-01,2007-07-17,0.375,80,175
"232",2007-07-17,"a-l-03","c-l-00010","AQUE","AQUE.5",0,6,2007,"2",2007-07-01,2007-07-17,0.075,80,174
"233",2007-07-18,"a-l-05","c-l-00019","CARP","CARP.1",15.5,6,2007,"2",2007-07-01,2007-07-18,3.975,80,132
"234",2007-07-18,"a-l-05","c-l-00020","CARP","CARP.6",12.3333333333333,6,2007,"2",2007-07-01,2007-07-18,0.0125,80,132
"235",2007-07-18,"a-l-05","c-l-00021","CARP","CARP.7",18.1666666666667,6,2007,"2",2007-07-01,2007-07-18,0.2,80,132
"236",2007-07-18,"a-l-05","c-l-00022","CARP","CARP.2",1.16666666666667,6,2007,"2",2007-07-01,2007-07-18,0.475,80,131
"237",2007-07-18,"a-l-05","c-l-00023","CARP","CARP.4",18,6,2007,"2",2007-07-01,2007-07-18,0.025,80,132
"238",2007-07-18,"a-l-05","c-l-00025","CARP","CARP.3",11.5,6,2007,"2",2007-07-01,2007-07-18,0,80,132
"239",2007-07-19,"a-l-02","c-l-00003","AHND","AHND.2",0,6,2007,"2",2007-07-01,2007-07-19,0.55,80,177
"240",2007-07-19,"a-l-04","c-l-00011","BULL","BULL.3",0.166666666666667,6,2007,"2",2007-07-01,2007-07-19,0.1625,80,190
"241",2007-07-19,"a-l-04","c-l-00013","BULL","BULL.1",0,6,2007,"2",2007-07-01,2007-07-19,0.3375,80,190
"242",2007-07-19,"a-l-04","c-l-00014","BULL","BULL.6",0.166666666666667,6,2007,"2",2007-07-01,2007-07-19,0.275,80,190
"243",2007-07-20,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2007,"2",2007-07-01,2007-07-20,0.1875,80,145
"244",2007-07-20,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2007,"2",2007-07-01,2007-07-20,0,80,145
"245",2007-07-20,"a-l-07","c-l-00031","IVEE","IVEE.2",0,6,2007,"2",2007-07-01,2007-07-20,0.3625,80,152
"246",2007-07-20,"a-l-07","c-l-00035","IVEE","IVEE.1",0,6,2007,"2",2007-07-01,2007-07-20,0.3125,80,152
"247",2007-07-23,"a-l-09","c-l-00039","NAPL","NAPL.1",7.16666666666667,6,2007,"2",2007-07-01,2007-07-23,0.6375,80,160
"248",2007-07-23,"a-l-09","c-l-00041","NAPL","NAPL.2",20.8333333333333,6,2007,"2",2007-07-01,2007-07-23,0.35,80,160
"249",2007-07-23,"a-l-09","c-l-00043","NAPL","NAPL.3",71.8333333333333,6,2007,"2",2007-07-01,2007-07-23,0.025,80,160
"250",2007-07-23,"a-l-09","c-l-00045","NAPL","NAPL.4",3.66666666666667,6,2007,"2",2007-07-01,2007-07-23,0,80,160
"251",2007-07-24,"a-l-09","c-l-00040","NAPL","NAPL.8",9.5,6,2007,"2",2007-07-01,2007-07-24,0.175,80,160
"252",2007-07-24,"a-l-09","c-l-00042","NAPL","NAPL.6",3.16666666666667,6,2007,"2",2007-07-01,2007-07-24,0.1,80,160
"253",2007-07-24,"a-l-09","c-l-00044","NAPL","NAPL.5",1,6,2007,"2",2007-07-01,2007-07-24,0.075,80,160
"254",2007-07-24,"a-l-09","c-l-00046","NAPL","NAPL.7",1.66666666666667,6,2007,"2",2007-07-01,2007-07-24,0.1625,80,160
"255",2007-07-25,"a-l-05","c-l-00024","CARP","CARP.8",12.1666666666667,6,2007,"2",2007-07-01,2007-07-25,0.2375,80,131
"256",2007-07-25,"a-l-05","c-l-00026","CARP","CARP.5",9.16666666666667,6,2007,"2",2007-07-01,2007-07-25,0.1125,80,131
"257",2008-07-22,"a-l-06","c-l-00027","GOLB","GOLB.2",2.5,6,2008,"2",2008-07-01,2008-07-22,0.55,80,150
"258",2008-07-22,"a-l-06","c-l-00028","GOLB","GOLB.1",1.5,6,2008,"2",2008-07-01,2008-07-22,0.2875,80,150
"259",2008-07-22,"a-l-07","c-l-00031","IVEE","IVEE.2",1.83333333333333,6,2008,"2",2008-07-01,2008-07-22,0.1625,80,152
"260",2008-07-22,"a-l-07","c-l-00035","IVEE","IVEE.1",0,6,2008,"2",2008-07-01,2008-07-22,0.05,80,152
"261",2008-07-23,"a-l-03","c-l-00005","AQUE","AQUE.4",0,6,2008,"2",2008-07-01,2008-07-23,0.175,80,174
"262",2008-07-23,"a-l-03","c-l-00006","AQUE","AQUE.6",1.33333333333333,6,2008,"2",2008-07-01,2008-07-23,0.025,80,175
"263",2008-07-23,"a-l-03","c-l-00007","AQUE","AQUE.3",1.66666666666667,6,2008,"2",2008-07-01,2008-07-23,0.25,80,174
"264",2008-07-23,"a-l-03","c-l-00008","AQUE","AQUE.1",3.83333333333333,6,2008,"2",2008-07-01,2008-07-23,0.3875,80,175
"265",2008-07-23,"a-l-03","c-l-00009","AQUE","AQUE.2",6.83333333333333,6,2008,"2",2008-07-01,2008-07-23,0.7875,80,175
"266",2008-07-23,"a-l-03","c-l-00010","AQUE","AQUE.5",1.5,6,2008,"2",2008-07-01,2008-07-23,0.1125,80,174
"267",2008-07-24,"a-l-05","c-l-00020","CARP","CARP.6",18.1666666666667,6,2008,"2",2008-07-01,2008-07-24,0,80,132
"268",2008-07-24,"a-l-05","c-l-00021","CARP","CARP.7",15.8333333333333,6,2008,"2",2008-07-01,2008-07-24,0,80,132
"269",2008-07-24,"a-l-05","c-l-00023","CARP","CARP.4",10.3333333333333,6,2008,"2",2008-07-01,2008-07-24,4.35,80,132
"270",2008-07-24,"a-l-05","c-l-00025","CARP","CARP.3",6.66666666666667,6,2008,"2",2008-07-01,2008-07-24,1.1625,80,132
"271",2008-07-25,"a-l-05","c-l-00019","CARP","CARP.1",12.1666666666667,6,2008,"2",2008-07-01,2008-07-25,3.7875,80,132
"272",2008-07-25,"a-l-05","c-l-00022","CARP","CARP.2",0,6,2008,"2",2008-07-01,2008-07-25,0.55,80,131
"273",2008-07-25,"a-l-05","c-l-00024","CARP","CARP.8",28.1666666666667,6,2008,"2",2008-07-01,2008-07-25,3.425,80,131
"274",2008-07-25,"a-l-05","c-l-00026","CARP","CARP.5",5,6,2008,"2",2008-07-01,2008-07-25,4.85,80,131
"275",2008-07-28,"a-l-09","c-l-00040","NAPL","NAPL.8",33.8333333333333,6,2008,"2",2008-07-01,2008-07-28,0.1625,80,160
"276",2008-07-28,"a-l-09","c-l-00042","NAPL","NAPL.6",17.6666666666667,6,2008,"2",2008-07-01,2008-07-28,0.1375,80,160
"277",2008-07-28,"a-l-09","c-l-00044","NAPL","NAPL.5",9.33333333333333,6,2008,"2",2008-07-01,2008-07-28,0.0625,80,160
"278",2008-07-28,"a-l-09","c-l-00046","NAPL","NAPL.7",18.5,6,2008,"2",2008-07-01,2008-07-28,0.375,80,160
"279",2008-07-29,"a-l-02","c-l-00003","AHND","AHND.2",13.8333333333333,6,2008,"2",2008-07-01,2008-07-29,0.5375,80,177
"280",2008-07-29,"a-l-04","c-l-00011","BULL","BULL.3",0,6,2008,"2",2008-07-01,2008-07-29,0.125,80,190
"281",2008-07-29,"a-l-04","c-l-00013","BULL","BULL.1",1.66666666666667,6,2008,"2",2008-07-01,2008-07-29,0.375,80,190
"282",2008-07-29,"a-l-04","c-l-00014","BULL","BULL.6",0.5,6,2008,"2",2008-07-01,2008-07-29,0.15,80,190
"283",2008-07-31,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2008,"2",2008-07-01,2008-07-31,0.15,80,145
"284",2008-07-31,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2008,"2",2008-07-01,2008-07-31,0.0375,80,145
"285",2008-07-31,"a-l-08","c-l-00037","MOHK","MOHK.2",9.33333333333333,6,2008,"2",2008-07-01,2008-07-31,0.7375,80,145
"286",2008-07-31,"a-l-08","c-l-00038","MOHK","MOHK.1",8.16666666666667,6,2008,"2",2008-07-01,2008-07-31,1.425,80,145
"287",2008-08-01,"a-l-09","c-l-00039","NAPL","NAPL.1",16.6666666666667,6,2008,"2",2008-07-01,2008-08-01,0.5125,80,160
"288",2008-08-01,"a-l-09","c-l-00041","NAPL","NAPL.2",35.5,6,2008,"2",2008-07-01,2008-08-01,0.4125,80,160
"289",2008-08-01,"a-l-09","c-l-00043","NAPL","NAPL.3",73.3333333333333,6,2008,"2",2008-07-01,2008-08-01,0,80,160
"290",2008-08-01,"a-l-09","c-l-00045","NAPL","NAPL.4",0.833333333333333,6,2008,"2",2008-07-01,2008-08-01,0.0125,80,160
"291",2009-07-15,"a-l-03","c-l-00005","AQUE","AQUE.4",3.66666666666667,6,2009,"2",2009-07-01,2009-07-15,0.1,80,174
"292",2009-07-15,"a-l-03","c-l-00010","AQUE","AQUE.5",8,6,2009,"2",2009-07-01,2009-07-15,0.1375,80,174
"293",2009-07-20,"a-l-06","c-l-00027","GOLB","GOLB.2",0.166666666666667,6,2009,"2",2009-07-01,2009-07-20,0.1875,80,150
"294",2009-07-20,"a-l-06","c-l-00028","GOLB","GOLB.1",0.833333333333333,6,2009,"2",2009-07-01,2009-07-20,0.1875,80,150
"295",2009-07-20,"a-l-07","c-l-00031","IVEE","IVEE.2",8,6,2009,"2",2009-07-01,2009-07-20,0.25,80,152
"296",2009-07-20,"a-l-07","c-l-00035","IVEE","IVEE.1",3.83333333333333,6,2009,"2",2009-07-01,2009-07-20,0.1375,80,152
"297",2009-07-21,"a-l-09","c-l-00039","NAPL","NAPL.1",44.5,6,2009,"2",2009-07-01,2009-07-21,0.3625,80,160
"298",2009-07-21,"a-l-09","c-l-00041","NAPL","NAPL.2",32.6666666666667,6,2009,"2",2009-07-01,2009-07-21,0.0375,80,160
"299",2009-07-21,"a-l-09","c-l-00042","NAPL","NAPL.6",22.5,6,2009,"2",2009-07-01,2009-07-21,0.05,80,160
"300",2009-07-21,"a-l-09","c-l-00044","NAPL","NAPL.5",6.83333333333333,6,2009,"2",2009-07-01,2009-07-21,0.0375,80,160
"301",2009-07-21,"a-l-09","c-l-00045","NAPL","NAPL.4",0,6,2009,"2",2009-07-01,2009-07-21,0.1375,80,160
"302",2009-07-22,"a-l-09","c-l-00040","NAPL","NAPL.8",47.8333333333333,6,2009,"2",2009-07-01,2009-07-22,0.0625,80,160
"303",2009-07-22,"a-l-09","c-l-00043","NAPL","NAPL.3",23.6666666666667,6,2009,"2",2009-07-01,2009-07-22,0.0375,80,160
"304",2009-07-22,"a-l-09","c-l-00046","NAPL","NAPL.7",18,6,2009,"2",2009-07-01,2009-07-22,0.1,80,160
"305",2009-07-23,"a-l-08","c-l-00037","MOHK","MOHK.2",11.5,6,2009,"2",2009-07-01,2009-07-23,0.625,80,145
"306",2009-07-23,"a-l-08","c-l-00038","MOHK","MOHK.1",10.3333333333333,6,2009,"2",2009-07-01,2009-07-23,0.175,80,145
"307",2009-07-24,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2009,"2",2009-07-01,2009-07-24,0.0125,80,145
"308",2009-07-24,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2009,"2",2009-07-01,2009-07-24,0,80,145
"309",2009-07-24,"a-l-05","c-l-00022","CARP","CARP.2",4.83333333333333,6,2009,"2",2009-07-01,2009-07-24,0.2375,80,131
"310",2009-07-24,"a-l-05","c-l-00024","CARP","CARP.8",26.8333333333333,6,2009,"2",2009-07-01,2009-07-24,0.25,80,131
"311",2009-07-24,"a-l-05","c-l-00026","CARP","CARP.5",28.6666666666667,6,2009,"2",2009-07-01,2009-07-24,0.275,80,131
"312",2009-07-27,"a-l-03","c-l-00006","AQUE","AQUE.6",1.66666666666667,6,2009,"2",2009-07-01,2009-07-27,0.075,80,175
"313",2009-07-27,"a-l-03","c-l-00007","AQUE","AQUE.3",1.5,6,2009,"2",2009-07-01,2009-07-27,0.0875,80,174
"314",2009-07-27,"a-l-03","c-l-00008","AQUE","AQUE.1",4.83333333333333,6,2009,"2",2009-07-01,2009-07-27,0.2375,80,175
"315",2009-07-27,"a-l-03","c-l-00009","AQUE","AQUE.2",24.8333333333333,6,2009,"2",2009-07-01,2009-07-27,0.3,80,175
"316",2009-07-28,"a-l-02","c-l-00003","AHND","AHND.2",22,6,2009,"2",2009-07-01,2009-07-28,0.125,80,177
"317",2009-07-28,"a-l-04","c-l-00011","BULL","BULL.3",0,6,2009,"2",2009-07-01,2009-07-28,0.2,80,190
"318",2009-07-28,"a-l-04","c-l-00013","BULL","BULL.1",2.83333333333333,6,2009,"2",2009-07-01,2009-07-28,0.2625,80,190
"319",2009-07-28,"a-l-04","c-l-00014","BULL","BULL.6",0.333333333333333,6,2009,"2",2009-07-01,2009-07-28,0.15,80,190
"320",2009-07-30,"a-l-05","c-l-00019","CARP","CARP.1",21.1666666666667,6,2009,"2",2009-07-01,2009-07-30,0.0625,80,132
"321",2009-07-30,"a-l-05","c-l-00020","CARP","CARP.6",39.6666666666667,6,2009,"2",2009-07-01,2009-07-30,0,80,132
"322",2009-07-30,"a-l-05","c-l-00021","CARP","CARP.7",24.6666666666667,6,2009,"2",2009-07-01,2009-07-30,0.675,80,132
"323",2009-07-30,"a-l-05","c-l-00023","CARP","CARP.4",69,6,2009,"2",2009-07-01,2009-07-30,0.9875,80,132
"324",2009-07-30,"a-l-05","c-l-00025","CARP","CARP.3",32,6,2009,"2",2009-07-01,2009-07-30,0.5375,80,132
"325",2010-07-19,"a-l-05","c-l-00021","CARP","CARP.7",41.6666666666667,6,2010,"2",2010-07-01,2010-07-19,0,80,132
"326",2010-07-19,"a-l-05","c-l-00023","CARP","CARP.4",61.6666666666667,6,2010,"2",2010-07-01,2010-07-19,0,80,132
"327",2010-07-20,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2010,"2",2010-07-01,2010-07-20,0.1,80,145
"328",2010-07-20,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2010,"2",2010-07-01,2010-07-20,0,80,145
"329",2010-07-20,"a-l-06","c-l-00027","GOLB","GOLB.2",1,6,2010,"2",2010-07-01,2010-07-20,0.3125,80,150
"330",2010-07-20,"a-l-06","c-l-00028","GOLB","GOLB.1",5.5,6,2010,"2",2010-07-01,2010-07-20,0.8625,80,150
"331",2010-07-20,"a-l-07","c-l-00031","IVEE","IVEE.2",3.66666666666667,6,2010,"2",2010-07-01,2010-07-20,0.05,80,152
"332",2010-07-20,"a-l-07","c-l-00035","IVEE","IVEE.1",29.5,6,2010,"2",2010-07-01,2010-07-20,0,80,152
"333",2010-07-21,"a-l-05","c-l-00019","CARP","CARP.1",19.1666666666667,6,2010,"2",2010-07-01,2010-07-21,1.5,80,132
"334",2010-07-21,"a-l-05","c-l-00020","CARP","CARP.6",30,6,2010,"2",2010-07-01,2010-07-21,0,80,132
"335",2010-07-21,"a-l-05","c-l-00022","CARP","CARP.2",8.66666666666667,6,2010,"2",2010-07-01,2010-07-21,1.0625,80,131
"336",2010-07-21,"a-l-05","c-l-00024","CARP","CARP.8",42.5,6,2010,"2",2010-07-01,2010-07-21,0,80,131
"337",2010-07-21,"a-l-05","c-l-00025","CARP","CARP.3",24.1666666666667,6,2010,"2",2010-07-01,2010-07-21,0,80,132
"338",2010-07-21,"a-l-05","c-l-00026","CARP","CARP.5",36.5,6,2010,"2",2010-07-01,2010-07-21,0,80,131
"339",2010-07-22,"a-l-03","c-l-00005","AQUE","AQUE.4",8.33333333333333,6,2010,"2",2010-07-01,2010-07-22,0.1375,80,174
"340",2010-07-22,"a-l-03","c-l-00006","AQUE","AQUE.6",1.16666666666667,6,2010,"2",2010-07-01,2010-07-22,0.2125,80,175
"341",2010-07-22,"a-l-03","c-l-00007","AQUE","AQUE.3",4.66666666666667,6,2010,"2",2010-07-01,2010-07-22,0.25,80,174
"342",2010-07-22,"a-l-03","c-l-00008","AQUE","AQUE.1",13.1666666666667,6,2010,"2",2010-07-01,2010-07-22,0,80,175
"343",2010-07-22,"a-l-03","c-l-00009","AQUE","AQUE.2",13,6,2010,"2",2010-07-01,2010-07-22,0.05,80,175
"344",2010-07-22,"a-l-03","c-l-00010","AQUE","AQUE.5",22.6666666666667,6,2010,"2",2010-07-01,2010-07-22,0,80,174
"345",2010-07-23,"a-l-08","c-l-00037","MOHK","MOHK.2",21.3333333333333,6,2010,"2",2010-07-01,2010-07-23,0.5125,80,145
"346",2010-07-23,"a-l-08","c-l-00038","MOHK","MOHK.1",9.33333333333333,6,2010,"2",2010-07-01,2010-07-23,1.1,80,145
"347",2010-07-26,"a-l-02","c-l-00003","AHND","AHND.2",18.1666666666667,6,2010,"2",2010-07-01,2010-07-26,0.1875,80,177
"348",2010-07-26,"a-l-04","c-l-00011","BULL","BULL.3",0.166666666666667,6,2010,"2",2010-07-01,2010-07-26,0.125,80,190
"349",2010-07-26,"a-l-04","c-l-00013","BULL","BULL.1",4,6,2010,"2",2010-07-01,2010-07-26,0.1125,80,190
"350",2010-07-26,"a-l-04","c-l-00014","BULL","BULL.6",1.33333333333333,6,2010,"2",2010-07-01,2010-07-26,0.1125,80,190
"351",2010-07-27,"a-l-09","c-l-00039","NAPL","NAPL.1",31.3333333333333,6,2010,"2",2010-07-01,2010-07-27,0.425,80,160
"352",2010-07-27,"a-l-09","c-l-00041","NAPL","NAPL.2",21,6,2010,"2",2010-07-01,2010-07-27,0.05,80,160
"353",2010-07-27,"a-l-09","c-l-00042","NAPL","NAPL.6",12.1666666666667,6,2010,"2",2010-07-01,2010-07-27,0,80,160
"354",2010-07-27,"a-l-09","c-l-00043","NAPL","NAPL.3",18.8333333333333,6,2010,"2",2010-07-01,2010-07-27,0.2375,80,160
"355",2010-07-28,"a-l-09","c-l-00040","NAPL","NAPL.8",33.1666666666667,6,2010,"2",2010-07-01,2010-07-28,0.025,80,160
"356",2010-07-28,"a-l-09","c-l-00044","NAPL","NAPL.5",19.1666666666667,6,2010,"2",2010-07-01,2010-07-28,0.05,80,160
"357",2010-07-28,"a-l-09","c-l-00045","NAPL","NAPL.4",3.5,6,2010,"2",2010-07-01,2010-07-28,0.025,80,160
"358",2010-07-28,"a-l-09","c-l-00046","NAPL","NAPL.7",8.33333333333333,6,2010,"2",2010-07-01,2010-07-28,0.0375,80,160
"359",2011-07-18,"a-l-05","c-l-00019","CARP","CARP.1",8.83333333333333,6,2011,"2",2011-07-01,2011-07-18,1.075,80,132
"360",2011-07-18,"a-l-05","c-l-00021","CARP","CARP.7",24.8333333333333,6,2011,"2",2011-07-01,2011-07-18,0,80,132
"361",2011-07-18,"a-l-05","c-l-00022","CARP","CARP.2",4.83333333333333,6,2011,"2",2011-07-01,2011-07-18,0.3,80,131
"362",2011-07-18,"a-l-05","c-l-00023","CARP","CARP.4",44,6,2011,"2",2011-07-01,2011-07-18,0,80,132
"363",2011-07-18,"a-l-05","c-l-00024","CARP","CARP.8",34.5,6,2011,"2",2011-07-01,2011-07-18,0,80,131
"364",2011-07-18,"a-l-05","c-l-00025","CARP","CARP.3",21,6,2011,"2",2011-07-01,2011-07-18,0,80,132
"365",2011-07-18,"a-l-05","c-l-00026","CARP","CARP.5",22,6,2011,"2",2011-07-01,2011-07-18,0,80,131
"366",2011-07-19,"a-l-09","c-l-00039","NAPL","NAPL.1",10.3333333333333,6,2011,"2",2011-07-01,2011-07-19,0.1125,80,160
"367",2011-07-19,"a-l-09","c-l-00041","NAPL","NAPL.2",8.83333333333333,6,2011,"2",2011-07-01,2011-07-19,0.0625,80,160
"368",2011-07-19,"a-l-09","c-l-00042","NAPL","NAPL.6",14.1666666666667,6,2011,"2",2011-07-01,2011-07-19,0.05,80,160
"369",2011-07-19,"a-l-09","c-l-00043","NAPL","NAPL.3",11.6666666666667,6,2011,"2",2011-07-01,2011-07-19,0.4125,80,160
"370",2011-07-19,"a-l-09","c-l-00044","NAPL","NAPL.5",4,6,2011,"2",2011-07-01,2011-07-19,0,80,160
"371",2011-07-19,"a-l-09","c-l-00045","NAPL","NAPL.4",18.5,6,2011,"2",2011-07-01,2011-07-19,0,80,160
"372",2011-07-20,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2011,"2",2011-07-01,2011-07-20,0.0875,80,145
"373",2011-07-20,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2011,"2",2011-07-01,2011-07-20,0.0125,80,145
"374",2011-07-20,"a-l-08","c-l-00037","MOHK","MOHK.2",9.33333333333333,6,2011,"2",2011-07-01,2011-07-20,0.55,80,145
"375",2011-07-20,"a-l-08","c-l-00038","MOHK","MOHK.1",7.66666666666667,6,2011,"2",2011-07-01,2011-07-20,0.325,80,145
"376",2011-07-21,"a-l-03","c-l-00005","AQUE","AQUE.4",10.8333333333333,6,2011,"2",2011-07-01,2011-07-21,0.1875,80,174
"377",2011-07-21,"a-l-03","c-l-00010","AQUE","AQUE.5",3.16666666666667,6,2011,"2",2011-07-01,2011-07-21,0.0125,80,174
"378",2011-07-21,"a-l-09","c-l-00040","NAPL","NAPL.8",12.3333333333333,6,2011,"2",2011-07-01,2011-07-21,0.025,80,160
"379",2011-07-21,"a-l-09","c-l-00046","NAPL","NAPL.7",2.33333333333333,6,2011,"2",2011-07-01,2011-07-21,0.0375,80,160
"380",2011-07-22,"a-l-03","c-l-00006","AQUE","AQUE.6",2.66666666666667,6,2011,"2",2011-07-01,2011-07-22,0,80,175
"381",2011-07-22,"a-l-03","c-l-00008","AQUE","AQUE.1",25.1666666666667,6,2011,"2",2011-07-01,2011-07-22,0,80,175
"382",2011-07-22,"a-l-03","c-l-00009","AQUE","AQUE.2",9.66666666666667,6,2011,"2",2011-07-01,2011-07-22,0.1625,80,175
"383",2011-07-22,"a-l-05","c-l-00020","CARP","CARP.6",30.8333333333333,6,2011,"2",2011-07-01,2011-07-22,0,80,132
"384",2011-07-25,"a-l-02","c-l-00003","AHND","AHND.2",9.66666666666667,6,2011,"2",2011-07-01,2011-07-25,0.175,80,177
"385",2011-07-25,"a-l-03","c-l-00007","AQUE","AQUE.3",7.16666666666667,6,2011,"2",2011-07-01,2011-07-25,0.2125,80,174
"386",2011-07-25,"a-l-04","c-l-00011","BULL","BULL.3",0,6,2011,"2",2011-07-01,2011-07-25,0.0875,80,190
"387",2011-07-25,"a-l-04","c-l-00013","BULL","BULL.1",2.5,6,2011,"2",2011-07-01,2011-07-25,0.025,80,190
"388",2011-07-25,"a-l-04","c-l-00014","BULL","BULL.6",0,6,2011,"2",2011-07-01,2011-07-25,0.0125,80,190
"389",2011-07-26,"a-l-06","c-l-00027","GOLB","GOLB.2",4.16666666666667,6,2011,"2",2011-07-01,2011-07-26,0.1375,80,150
"390",2011-07-26,"a-l-06","c-l-00028","GOLB","GOLB.1",0,6,2011,"2",2011-07-01,2011-07-26,0.0625,80,150
"391",2011-07-26,"a-l-07","c-l-00031","IVEE","IVEE.2",13.3333333333333,6,2011,"2",2011-07-01,2011-07-26,0,80,152
