"","Site","year","quarter","year.qtr","waveht"
"700",21,2001,4,"2001.4",2.55
"701",21,2002,1,"2002.1",1.75
"702",21,2002,2,"2002.2",1.47
"703",21,2002,3,"2002.3",1.24
"704",21,2002,4,"2002.4",2.59
"705",21,2003,1,"2003.1",2.01
"706",21,2003,2,"2003.2",1.45
"707",21,2003,3,"2003.3",1.22
"708",21,2003,4,"2003.4",2.06
"709",21,2004,1,"2004.1",2.34
"710",21,2004,2,"2004.2",1.72
"711",21,2004,3,"2004.3",1.5
"712",21,2004,4,"2004.4",2.02
"713",21,2005,1,"2005.1",2.56
"714",21,2005,2,"2005.2",1.65
"715",21,2005,3,"2005.3",1.62
"716",21,2005,4,"2005.4",2.93
"717",21,2006,1,"2006.1",2.62
"718",21,2006,2,"2006.2",2.3
"719",21,2006,3,"2006.3",1.51
"720",21,2006,4,"2006.4",2.27
"721",21,2007,1,"2007.1",1.81
"722",21,2007,2,"2007.2",2.62
"723",21,2007,3,"2007.3",1.5
"724",21,2007,4,"2007.4",3.86
"725",21,2008,1,"2008.1",3.68
"726",21,2008,2,"2008.2",1.77
"727",21,2008,3,"2008.3",1.56
"728",21,2008,4,"2008.4",1.7
"729",22,1995,1,"1995.1",4.51
"730",22,1995,2,"1995.2",2.34
"731",22,1995,3,"1995.3",1.88
"732",22,1995,4,"1995.4",3.51
"733",22,1996,1,"1996.1",2.61
"734",22,1996,2,"1996.2",2.15
"735",22,1996,3,"1996.3",1.59
"736",22,1996,4,"1996.4",2.35
"737",22,1997,1,"1997.1",2.74
"738",22,1997,2,"1997.2",1.99
"739",22,1997,3,"1997.3",2.03
"740",22,1997,4,"1997.4",2.91
"741",22,1998,1,"1998.1",5.32
"742",22,1998,2,"1998.2",2.35
"743",22,1998,3,"1998.3",1.42
"744",22,1998,4,"1998.4",2.49
"745",22,1999,1,"1999.1",2.39
"746",22,1999,2,"1999.2",2.12
"747",22,1999,3,"1999.3",1.43
"748",22,1999,4,"1999.4",2.55
"749",22,2000,1,"2000.1",3.46
"750",22,2000,2,"2000.2",2.08
"751",22,2000,3,"2000.3",1.49
"752",22,2000,4,"2000.4",2.77
"753",22,2001,1,"2001.1",3.71
"754",22,2001,2,"2001.2",1.97
"755",22,2001,3,"2001.3",1.48
"756",22,2001,4,"2001.4",3.82
"757",22,2002,1,"2002.1",2.76
"758",22,2002,2,"2002.2",1.86
"759",22,2002,3,"2002.3",1.38
"760",22,2002,4,"2002.4",4.28
"761",22,2003,1,"2003.1",2.85
"762",22,2003,2,"2003.2",1.91
"763",22,2003,3,"2003.3",1.42
"764",22,2003,4,"2003.4",2.59
"765",22,2004,1,"2004.1",3.88
"766",22,2004,2,"2004.2",2.18
"767",22,2004,3,"2004.3",1.86
"768",22,2004,4,"2004.4",1.86
"769",22,2005,1,"2005.1",3.07
"770",22,2005,2,"2005.2",2.21
"771",22,2005,3,"2005.3",1.77
"772",22,2005,4,"2005.4",4.67
"773",22,2006,1,"2006.1",2.84
"774",22,2006,2,"2006.2",2.58
"775",22,2006,3,"2006.3",1.56
"776",22,2006,4,"2006.4",3.31
"777",22,2007,1,"2007.1",2.65
"778",22,2007,2,"2007.2",2.93
"779",22,2007,3,"2007.3",1.69
"780",22,2007,4,"2007.4",6.26
"781",22,2008,1,"2008.1",6.33
"782",22,2008,2,"2008.2",2.56
"783",22,2008,3,"2008.3",1.56
"784",22,2008,4,"2008.4",2.61
"785",23,1995,1,"1995.1",4.09
"786",23,1995,2,"1995.2",2.09
"787",23,1995,3,"1995.3",1.66
"788",23,1995,4,"1995.4",3.19
"789",23,1996,1,"1996.1",2.36
"790",23,1996,2,"1996.2",1.96
"791",23,1996,3,"1996.3",1.43
"792",23,1996,4,"1996.4",2.13
"793",23,1997,1,"1997.1",2.5
"794",23,1997,2,"1997.2",1.81
"795",23,1997,3,"1997.3",1.81
"796",23,1997,4,"1997.4",2.66
"797",23,1998,1,"1998.1",4.79
"798",23,1998,2,"1998.2",2.15
"799",23,1998,3,"1998.3",1.3
"800",23,1998,4,"1998.4",2.23
"801",23,1999,1,"1999.1",2.13
"802",23,1999,2,"1999.2",1.92
"803",23,1999,3,"1999.3",1.3
"804",23,1999,4,"1999.4",2.28
"805",23,2000,1,"2000.1",3.11
"806",23,2000,2,"2000.2",1.87
"807",23,2000,3,"2000.3",1.32
"808",23,2000,4,"2000.4",2.48
"809",23,2001,1,"2001.1",3.38
"810",23,2001,2,"2001.2",1.78
"811",23,2001,3,"2001.3",1.34
"812",23,2001,4,"2001.4",3.48
"813",23,2002,1,"2002.1",2.48
"814",23,2002,2,"2002.2",1.65
"815",23,2002,3,"2002.3",1.25
"816",23,2002,4,"2002.4",3.85
"817",23,2003,1,"2003.1",2.6
"818",23,2003,2,"2003.2",1.71
"819",23,2003,3,"2003.3",1.3
"820",23,2003,4,"2003.4",2.33
"821",23,2004,1,"2004.1",3.32
"822",23,2004,2,"2004.2",1.88
"823",23,2004,3,"2004.3",1.55
"824",23,2004,4,"2004.4",1.83
"825",23,2005,1,"2005.1",2.82
"826",23,2005,2,"2005.2",2.03
"827",23,2005,3,"2005.3",1.88
"828",23,2005,4,"2005.4",4.13
"829",23,2006,1,"2006.1",2.63
"830",23,2006,2,"2006.2",2.4
"831",23,2006,3,"2006.3",1.4
"832",23,2006,4,"2006.4",2.83
"833",23,2007,1,"2007.1",2.42
"834",23,2007,2,"2007.2",2.61
"835",23,2007,3,"2007.3",1.47
"836",23,2007,4,"2007.4",6
"837",23,2008,1,"2008.1",5.84
"838",23,2008,2,"2008.2",2.21
"839",23,2008,3,"2008.3",1.36
"840",23,2008,4,"2008.4",2.37
"841",24,1995,1,"1995.1",2.33
"842",24,1995,2,"1995.2",1.94
"843",24,1995,3,"1995.3",1.33
"844",24,1995,4,"1995.4",2
"845",24,1996,1,"1996.1",1.91
"846",24,1996,2,"1996.2",1.74
"847",24,1996,3,"1996.3",1.47
"848",24,1996,4,"1996.4",2.02
"849",24,1997,1,"1997.1",2.02
"850",24,1997,2,"1997.2",1.98
"851",24,1997,3,"1997.3",1.33
"852",24,1997,4,"1997.4",1.93
"853",24,1998,1,"1998.1",2.39
"854",24,1998,2,"1998.2",1.69
"855",24,1998,3,"1998.3",1.31
"856",24,1998,4,"1998.4",1.62
"857",24,1999,1,"1999.1",1.93
"858",24,1999,2,"1999.2",2.24
"859",24,1999,3,"1999.3",1.28
"860",24,1999,4,"1999.4",1.59
"861",24,2000,1,"2000.1",2.19
"862",24,2000,2,"2000.2",1.88
"863",24,2000,3,"2000.3",1.16
"864",24,2000,4,"2000.4",1.61
"865",24,2001,1,"2001.1",2.11
"866",24,2001,2,"2001.2",1.61
"867",24,2001,3,"2001.3",1.24
"868",24,2001,4,"2001.4",2.29
"869",24,2002,1,"2002.1",2.08
"870",24,2002,2,"2002.2",1.59
"871",24,2002,3,"2002.3",1.21
"872",24,2002,4,"2002.4",2.22
"873",24,2003,1,"2003.1",2.31
"874",24,2003,2,"2003.2",1.7
"875",24,2003,3,"2003.3",1.26
"876",24,2003,4,"2003.4",1.75
"877",24,2004,1,"2004.1",2.56
"878",24,2004,2,"2004.2",1.83
"879",24,2004,3,"2004.3",1.5
"880",24,2004,4,"2004.4",1.46
"881",24,2005,1,"2005.1",2.03
"882",24,2005,2,"2005.2",1.62
"883",24,2005,3,"2005.3",1.82
"884",24,2005,4,"2005.4",3.06
"885",24,2006,1,"2006.1",2.07
"886",24,2006,2,"2006.2",2.04
"887",24,2006,3,"2006.3",1.39
"888",24,2006,4,"2006.4",2.3
"889",24,2007,1,"2007.1",1.91
"890",24,2007,2,"2007.2",2.62
"891",24,2007,3,"2007.3",1.42
"892",24,2007,4,"2007.4",4.13
"893",24,2008,1,"2008.1",4.18
"894",24,2008,2,"2008.2",2.09
"895",24,2008,3,"2008.3",1.35
"896",24,2008,4,"2008.4",1.81
"897",25,1995,1,"1995.1",2.0375
"898",25,1995,2,"1995.2",1.695
"899",25,1995,3,"1995.3",1.175
"900",25,1995,4,"1995.4",1.7075
"901",25,1996,1,"1996.1",1.61
"902",25,1996,2,"1996.2",1.4975
"903",25,1996,3,"1996.3",1.375
"904",25,1996,4,"1996.4",1.77
"905",25,1997,1,"1997.1",1.7375
"906",25,1997,2,"1997.2",1.695
"907",25,1997,3,"1997.3",1.2375
"908",25,1997,4,"1997.4",1.7125
"909",25,1998,1,"1998.1",2.11
"910",25,1998,2,"1998.2",1.5075
"911",25,1998,3,"1998.3",1.235
"912",25,1998,4,"1998.4",1.3825
"913",25,1999,1,"1999.1",1.6625
"914",25,1999,2,"1999.2",1.955
"915",25,1999,3,"1999.3",1.2225
"916",25,1999,4,"1999.4",1.3475
"917",25,2000,1,"2000.1",1.93
"918",25,2000,2,"2000.2",1.5925
"919",25,2000,3,"2000.3",1.1
"920",25,2000,4,"2000.4",1.3525
"921",25,2001,1,"2001.1",1.805
"922",25,2001,2,"2001.2",1.3925
"923",25,2001,3,"2001.3",1.1225
"924",25,2001,4,"2001.4",1.9725
"925",25,2002,1,"2002.1",1.765
"926",25,2002,2,"2002.2",1.36
"927",25,2002,3,"2002.3",1.1275
"928",25,2002,4,"2002.4",1.9175
"929",25,2003,1,"2003.1",1.985
"930",25,2003,2,"2003.2",1.51
"931",25,2003,3,"2003.3",1.15
"932",25,2003,4,"2003.4",1.4875
"933",25,2004,1,"2004.1",1.99
"934",25,2004,2,"2004.2",1.74
"935",25,2004,3,"2004.3",1.315
"936",25,2004,4,"2004.4",1.7025
"937",25,2005,1,"2005.1",1.7825
"938",25,2005,2,"2005.2",1.4675
"939",25,2005,3,"2005.3",1.86
"940",25,2005,4,"2005.4",2.8825
"941",25,2006,1,"2006.1",1.8375
"942",25,2006,2,"2006.2",1.7425
"943",25,2006,3,"2006.3",1.3975
"944",25,2006,4,"2006.4",1.9175
"945",25,2007,1,"2007.1",1.62
"946",25,2007,2,"2007.2",2.3075
"947",25,2007,3,"2007.3",1.2825
"948",25,2007,4,"2007.4",3.8725
"949",25,2008,1,"2008.1",3.76
"950",25,2008,2,"2008.2",1.81
"951",25,2008,3,"2008.3",1.2975
"952",25,2008,4,"2008.4",1.45
"953",28,1995,1,"1995.1",2.89
"954",28,1995,2,"1995.2",1.91
"955",28,1995,3,"1995.3",1.42
"956",28,1995,4,"1995.4",2.41
"957",28,1996,1,"1996.1",1.98
"958",28,1996,2,"1996.2",1.74
"959",28,1996,3,"1996.3",1.05
"960",28,1996,4,"1996.4",1.93
"961",28,1997,1,"1997.1",2.07
"962",28,1997,2,"1997.2",1.7
"963",28,1997,3,"1997.3",1.59
"964",28,1997,4,"1997.4",2.03
"965",28,1998,1,"1998.1",3.3
"966",28,1998,2,"1998.2",1.78
"967",28,1998,3,"1998.3",1.03
"968",28,1998,4,"1998.4",2.02
"969",28,1999,1,"1999.1",1.94
"970",28,1999,2,"1999.2",1.72
"971",28,1999,3,"1999.3",1.04
"972",28,1999,4,"1999.4",2.07
"973",28,2000,1,"2000.1",2.28
"974",28,2000,2,"2000.2",1.78
"975",28,2000,3,"2000.3",1.06
"976",28,2000,4,"2000.4",2.13
"977",28,2001,1,"2001.1",2.52
"978",28,2001,2,"2001.2",1.63
"979",28,2001,3,"2001.3",1.07
"980",28,2001,4,"2001.4",2.63
"981",28,2002,1,"2002.1",2.08
"982",28,2002,2,"2002.2",1.54
"983",28,2002,3,"2002.3",0.99
"984",28,2002,4,"2002.4",2.82
"985",28,2003,1,"2003.1",2.13
"986",28,2003,2,"2003.2",1.45
"987",28,2003,3,"2003.3",0.88
"988",28,2003,4,"2003.4",2.07
"989",28,2004,1,"2004.1",3.5
"990",28,2004,2,"2004.2",1.57
"991",28,2004,3,"2004.3",1.17
"992",28,2004,4,"2004.4",1.76
"993",28,2005,1,"2005.1",2.38
"994",28,2005,2,"2005.2",1.51
"995",28,2005,3,"2005.3",0.89
"996",28,2005,4,"2005.4",2.23
"997",28,2006,1,"2006.1",2.42
"998",28,2006,2,"2006.2",2.07
"999",28,2006,3,"2006.3",1.2
"1000",28,2006,4,"2006.4",2.64
"1001",28,2007,1,"2007.1",2.66
"1002",28,2007,2,"2007.2",2.01
"1003",28,2007,3,"2007.3",1.18
"1004",28,2007,4,"2007.4",2.38
"1005",28,2008,1,"2008.1",3.79
"1006",28,2008,2,"2008.2",1.98
"1007",28,2008,3,"2008.3",1.12
"1008",28,2008,4,"2008.4",2.44
"1009",31,1995,1,"1995.1",1.59
"1010",31,1995,2,"1995.2",0.99
"1011",31,1995,3,"1995.3",0.75
"1012",31,1995,4,"1995.4",1.34
"1013",31,1996,1,"1996.1",1.08
"1014",31,1996,2,"1996.2",0.9
"1015",31,1996,3,"1996.3",0.61
"1016",31,1996,4,"1996.4",0.99
"1017",31,1997,1,"1997.1",1.13
"1018",31,1997,2,"1997.2",0.83
"1019",31,1997,3,"1997.3",0.83
"1020",31,1997,4,"1997.4",1.17
"1021",31,1998,1,"1998.1",1.78
"1022",31,1998,2,"1998.2",0.97
"1023",31,1998,3,"1998.3",0.55
"1024",31,1998,4,"1998.4",1.04
"1025",31,1999,1,"1999.1",1
"1026",31,1999,2,"1999.2",0.89
"1027",31,1999,3,"1999.3",0.54
"1028",31,1999,4,"1999.4",1.07
"1029",31,2000,1,"2000.1",1.26
"1030",31,2000,2,"2000.2",0.87
"1031",31,2000,3,"2000.3",0.59
"1032",31,2000,4,"2000.4",1.14
"1033",31,2001,1,"2001.1",1.39
"1034",31,2001,2,"2001.2",0.81
"1035",31,2001,3,"2001.3",0.59
"1036",31,2001,4,"2001.4",1.43
"1037",31,2002,1,"2002.1",1.12
"1038",31,2002,2,"2002.2",0.74
"1039",31,2002,3,"2002.3",0.52
"1040",31,2002,4,"2002.4",1.52
"1041",31,2003,1,"2003.1",1.17
"1042",31,2003,2,"2003.2",0.77
"1043",31,2003,3,"2003.3",0.52
"1044",31,2003,4,"2003.4",1.09
"1045",31,2004,1,"2004.1",2.14
"1046",31,2004,2,"2004.2",0.88
"1047",31,2004,3,"2004.3",0.62
"1048",31,2004,4,"2004.4",0.92
"1049",31,2005,1,"2005.1",1.39
"1050",31,2005,2,"2005.2",0.94
"1051",31,2005,3,"2005.3",0.64
"1052",31,2005,4,"2005.4",1.21
"1053",31,2006,1,"2006.1",1.25
"1054",31,2006,2,"2006.2",1.15
"1055",31,2006,3,"2006.3",0.58
"1056",31,2006,4,"2006.4",1.46
"1057",31,2007,1,"2007.1",1.09
"1058",31,2007,2,"2007.2",1.09
"1059",31,2007,3,"2007.3",0.6
"1060",31,2007,4,"2007.4",1.03
"1061",31,2008,1,"2008.1",2.12
"1062",31,2008,2,"2008.2",1
"1063",31,2008,3,"2008.3",0.62
"1064",31,2008,4,"2008.4",1.1
"1065",34,1995,1,"1995.1",2.09
"1066",34,1995,2,"1995.2",1.15
"1067",34,1995,3,"1995.3",0.93
"1068",34,1995,4,"1995.4",1.78
"1069",34,1996,1,"1996.1",1.44
"1070",34,1996,2,"1996.2",1.05
"1071",34,1996,3,"1996.3",0.95
"1072",34,1996,4,"1996.4",1.2
"1073",34,1997,1,"1997.1",1.49
"1074",34,1997,2,"1997.2",0.94
"1075",34,1997,3,"1997.3",1.08
"1076",34,1997,4,"1997.4",1.61
"1077",34,1998,1,"1998.1",2.3
"1078",34,1998,2,"1998.2",1.26
"1079",34,1998,3,"1998.3",0.88
"1080",34,1998,4,"1998.4",1.29
"1081",34,1999,1,"1999.1",1.2
"1082",34,1999,2,"1999.2",1.03
"1083",34,1999,3,"1999.3",0.82
"1084",34,1999,4,"1999.4",1.29
"1085",34,2000,1,"2000.1",1.83
"1086",34,2000,2,"2000.2",0.99
"1087",34,2000,3,"2000.3",0.91
"1088",34,2000,4,"2000.4",1.47
"1089",34,2001,1,"2001.1",1.84
"1090",34,2001,2,"2001.2",0.93
"1091",34,2001,3,"2001.3",0.74
"1092",34,2001,4,"2001.4",1.86
"1093",34,2002,1,"2002.1",1.46
"1094",34,2002,2,"2002.2",0.87
"1095",34,2002,3,"2002.3",0.76
"1096",34,2002,4,"2002.4",2
"1097",34,2003,1,"2003.1",1.52
"1098",34,2003,2,"2003.2",0.93
"1099",34,2003,3,"2003.3",0.79
"1100",34,2003,4,"2003.4",1.35
"1101",34,2004,1,"2004.1",2.04
"1102",34,2004,2,"2004.2",1.19
"1103",34,2004,3,"2004.3",0.96
"1104",34,2004,4,"2004.4",2.31
"1105",34,2005,1,"2005.1",1.84
"1106",34,2005,2,"2005.2",1
"1107",34,2005,3,"2005.3",1.34
"1108",34,2005,4,"2005.4",1.38
"1109",34,2006,1,"2006.1",1.69
"1110",34,2006,2,"2006.2",1.32
"1111",34,2006,3,"2006.3",0.96
"1112",34,2006,4,"2006.4",1.43
"1113",34,2007,1,"2007.1",1.21
"1114",34,2007,2,"2007.2",1.64
"1115",34,2007,3,"2007.3",0.78
"1116",34,2007,4,"2007.4",1.8
"1117",34,2008,1,"2008.1",2.55
"1118",34,2008,2,"2008.2",1.13
"1119",34,2008,3,"2008.3",0.83
"1120",34,2008,4,"2008.4",1.33
"1121",35,1995,1,"1995.1",5.91
"1122",35,1995,2,"1995.2",3.21
"1123",35,1995,3,"1995.3",2.32
"1124",35,1995,4,"1995.4",4.62
"1125",35,1996,1,"1996.1",3.49
"1126",35,1996,2,"1996.2",2.86
"1127",35,1996,3,"1996.3",1.58
"1128",35,1996,4,"1996.4",3.21
"1129",35,1997,1,"1997.1",3.68
"1130",35,1997,2,"1997.2",2.7
"1131",35,1997,3,"1997.3",2.64
"1132",35,1997,4,"1997.4",3.74
"1133",35,1998,1,"1998.1",6.99
"1134",35,1998,2,"1998.2",3.05
"1135",35,1998,3,"1998.3",1.6
"1136",35,1998,4,"1998.4",3.43
"1137",35,1999,1,"1999.1",3.28
"1138",35,1999,2,"1999.2",2.83
"1139",35,1999,3,"1999.3",1.66
"1140",35,1999,4,"1999.4",3.53
"1141",35,2000,1,"2000.1",4.44
"1142",35,2000,2,"2000.2",2.84
"1143",35,2000,3,"2000.3",1.72
"1144",35,2000,4,"2000.4",3.75
"1145",35,2001,1,"2001.1",4.89
"1146",35,2001,2,"2001.2",2.61
"1147",35,2001,3,"2001.3",1.71
"1148",35,2001,4,"2001.4",5.1
"1149",35,2002,1,"2002.1",3.71
"1150",35,2002,2,"2002.2",2.45
"1151",35,2002,3,"2002.3",1.54
"1152",35,2002,4,"2002.4",5.67
"1153",35,2003,1,"2003.1",3.81
"1154",35,2003,2,"2003.2",2.4
"1155",35,2003,3,"2003.3",1.44
"1156",35,2003,4,"2003.4",3.53
"1157",35,2004,1,"2004.1",5.95
"1158",35,2004,2,"2004.2",2.02
"1159",35,2004,3,"2004.3",2
"1160",35,2004,4,"2004.4",2.72
"1161",35,2005,1,"2005.1",4.29
"1162",35,2005,2,"2005.2",2.62
"1163",35,2005,3,"2005.3",1.3
"1164",35,2005,4,"2005.4",5.35
"1165",35,2006,1,"2006.1",4.29
"1166",35,2006,2,"2006.2",3.38
"1167",35,2006,3,"2006.3",1.34
"1168",35,2006,4,"2006.4",4.19
"1169",35,2007,1,"2007.1",4.2
"1170",35,2007,2,"2007.2",3.53
"1171",35,2007,3,"2007.3",1.22
"1172",35,2007,4,"2007.4",5.77
"1173",35,2008,1,"2008.1",8.46
"1174",35,2008,2,"2008.2",3.44
"1175",35,2008,3,"2008.3",2.14
"1176",35,2008,4,"2008.4",3.57
"1177",36,1995,1,"1995.1",2.33
"1178",36,1995,2,"1995.2",1.33
"1179",36,1995,3,"1995.3",0.95
"1180",36,1995,4,"1995.4",2
"1181",36,1996,1,"1996.1",1.6
"1182",36,1996,2,"1996.2",1.19
"1183",36,1996,3,"1996.3",0.84
"1184",36,1996,4,"1996.4",1.38
"1185",36,1997,1,"1997.1",1.67
"1186",36,1997,2,"1997.2",1.09
"1187",36,1997,3,"1997.3",1.07
"1188",36,1997,4,"1997.4",1.77
"1189",36,1998,1,"1998.1",2.57
"1190",36,1998,2,"1998.2",1.4
"1191",36,1998,3,"1998.3",0.76
"1192",36,1998,4,"1998.4",1.45
"1193",36,1999,1,"1999.1",1.37
"1194",36,1999,2,"1999.2",1.16
"1195",36,1999,3,"1999.3",0.68
"1196",36,1999,4,"1999.4",1.51
"1197",36,2000,1,"2000.1",1.98
"1198",36,2000,2,"2000.2",1.16
"1199",36,2000,3,"2000.3",0.82
"1200",36,2000,4,"2000.4",1.65
"1201",36,2001,1,"2001.1",2.07
"1202",36,2001,2,"2001.2",1.06
"1203",36,2001,3,"2001.3",0.7
"1204",36,2001,4,"2001.4",2.11
"1205",36,2002,1,"2002.1",1.64
"1206",36,2002,2,"2002.2",0.97
"1207",36,2002,3,"2002.3",0.66
"1208",36,2002,4,"2002.4",2.23
"1209",36,2003,1,"2003.1",1.71
"1210",36,2003,2,"2003.2",0.96
"1211",36,2003,3,"2003.3",0.71
"1212",36,2003,4,"2003.4",1.54
"1213",36,2004,1,"2004.1",2.43
"1214",36,2004,2,"2004.2",0.94
"1215",36,2004,3,"2004.3",0.83
"1216",36,2004,4,"2004.4",2.26
"1217",36,2005,1,"2005.1",1.98
"1218",36,2005,2,"2005.2",1.03
"1219",36,2005,3,"2005.3",0.75
"1220",36,2005,4,"2005.4",2.06
"1221",36,2006,1,"2006.1",2.13
"1222",36,2006,2,"2006.2",1.7
"1223",36,2006,3,"2006.3",0.7
"1224",36,2006,4,"2006.4",1.52
"1225",36,2007,1,"2007.1",1.62
"1226",36,2007,2,"2007.2",1.57
"1227",36,2007,3,"2007.3",0.86
"1228",36,2007,4,"2007.4",2.11
"1229",36,2008,1,"2008.1",2.88
"1230",36,2008,2,"2008.2",1.22
"1231",36,2008,3,"2008.3",0.72
"1232",36,2008,4,"2008.4",1.75
"1233",37,1995,1,"1995.1",1.99
"1234",37,1995,2,"1995.2",1.4
"1235",37,1995,3,"1995.3",1
"1236",37,1995,4,"1995.4",1.4
"1237",37,1996,1,"1996.1",1.31
"1238",37,1996,2,"1996.2",1.21
"1239",37,1996,3,"1996.3",1.19
"1240",37,1996,4,"1996.4",1.49
"1241",37,1997,1,"1997.1",1.44
"1242",37,1997,2,"1997.2",1.4
"1243",37,1997,3,"1997.3",1.35
"1244",37,1997,4,"1997.4",1.51
"1245",37,1998,1,"1998.1",2.15
"1246",37,1998,2,"1998.2",1.29
"1247",37,1998,3,"1998.3",1.15
"1248",37,1998,4,"1998.4",1.1
"1249",37,1999,1,"1999.1",1.36
"1250",37,1999,2,"1999.2",1.73
"1251",37,1999,3,"1999.3",1.1
"1252",37,1999,4,"1999.4",1.06
"1253",37,2000,1,"2000.1",1.66
"1254",37,2000,2,"2000.2",1.3
"1255",37,2000,3,"2000.3",1.15
"1256",37,2000,4,"2000.4",1.07
"1257",37,2001,1,"2001.1",1.5
"1258",37,2001,2,"2001.2",1.13
"1259",37,2001,3,"2001.3",1.12
"1260",37,2001,4,"2001.4",1.69
"1261",37,2002,1,"2002.1",1.47
"1262",37,2002,2,"2002.2",1.07
"1263",37,2002,3,"2002.3",1.14
"1264",37,2002,4,"2002.4",1.61
"1265",37,2003,1,"2003.1",1.73
"1266",37,2003,2,"2003.2",1.28
"1267",37,2003,3,"2003.3",1.1
"1268",37,2003,4,"2003.4",1.19
"1269",37,2004,1,"2004.1",2.17
"1270",37,2004,2,"2004.2",1.12
"1271",37,2004,3,"2004.3",0.98
"1272",37,2004,4,"2004.4",2.69
"1273",37,2005,1,"2005.1",2.15
"1274",37,2005,2,"2005.2",1
"1275",37,2005,3,"2005.3",1.13
"1276",37,2005,4,"2005.4",1.99
"1277",37,2006,1,"2006.1",2.12
"1278",37,2006,2,"2006.2",1.55
"1279",37,2006,3,"2006.3",1.05
"1280",37,2006,4,"2006.4",1.32
"1281",37,2007,1,"2007.1",1.37
"1282",37,2007,2,"2007.2",2.08
"1283",37,2007,3,"2007.3",1.02
"1284",37,2007,4,"2007.4",2.15
"1285",37,2008,1,"2008.1",2.56
"1286",37,2008,2,"2008.2",1.33
"1287",37,2008,3,"2008.3",1.21
"1288",37,2008,4,"2008.4",1.66
